Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 11 II BayRiStAG;BayRiStAG;vorgezeichnete;Verbindung;c) Verfassungsmäßigkeit des Einzelakts Der OLG-Präsident hat durch die „Auflage“ letztlich nur die von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG vorgezeichnete Abwägung nachvollzogen und diese damit nicht verfassungswidrig angewendet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442112;442132
Art. 4 I, II GG;GG;verletzt;Glaubensfreiheit;Zwischenergebnis Die G ist durch die Entscheidung des BayVGH nicht in ihrer Glaubensfreiheit aus Art. 4 I, II GG verletzt, da der insoweit vorliegende Eingriff verfassungsrechtlich gerechtfertigt ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442688;442703
Art. 12 I GG;GG;ist;Verletzung;III. Verletzung von Art. 12 I GG Zwar ist neben Art. 4 I, II GG wegen des Kontextes der Referendarausbildung auch Art. 12 I GG in Form der Ausbildungsfreiheit beeinträchtigt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442812;442824
Art. 4 I, II GG;GG;ist;Kontextes;III. Verletzung von Art. 12 I GG Zwar ist neben Art. 4 I, II GG wegen des Kontextes der Referendarausbildung auch Art. 12 I GG in Form der Ausbildungsfreiheit beeinträchtigt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442840;442855
Art. 12 I GG;GG;beeinträchtigt;Form;III. Verletzung von Art. 12 I GG Zwar ist neben Art. 4 I, II GG wegen des Kontextes der Referendarausbildung auch Art. 12 I GG in Form der Ausbildungsfreiheit beeinträchtigt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442906;442918
Art. 12 I GG;GG;kommt;Ausbildungsfreiheit;Art. 12 I GG kommt jedoch in hiesigem Kontext kein weitergehender Schutz zu als dem vorbehaltlos gewährleisteten Art. 4 I, II GG, so dass wegen der entgegenstehenden gewichtigen Belange der Neutralitätspflicht, der Funktionsfähigkeit der Rechtspflege und der negativen Glaubensfreiheit Dritter eine Verletzung von Art. 12 I GG ausscheidet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;442967;442979
Art. 4 I, II GG;GG;kommt;Schutz;Art. 12 I GG kommt jedoch in hiesigem Kontext kein weitergehender Schutz zu als dem vorbehaltlos gewährleisteten Art. 4 I, II GG, so dass wegen der entgegenstehenden gewichtigen Belange der Neutralitätspflicht, der Funktionsfähigkeit der Rechtspflege und der negativen Glaubensfreiheit Dritter eine Verletzung von Art. 12 I GG ausscheidet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443080;443095
Art. 12 I GG;GG;ausscheidet;Verletzung;Art. 12 I GG kommt jedoch in hiesigem Kontext kein weitergehender Schutz zu als dem vorbehaltlos gewährleisteten Art. 4 I, II GG, so dass wegen der entgegenstehenden gewichtigen Belange der Neutralitätspflicht, der Funktionsfähigkeit der Rechtspflege und der negativen Glaubensfreiheit Dritter eine Verletzung von Art. 12 I GG ausscheidet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443281;443293
Art. 12 I GG;GG;kann;Klausurtaktik;3 Klausurtaktik Art. 12 I GG kann bereits bei der materiellen Verfassungsmäßigkeit von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG angesprochen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443323;443335
Art. 57 AGGVG;AGGVG;angesprochen;Verbindung;3 Klausurtaktik Art. 12 I GG kann bereits bei der materiellen Verfassungsmäßigkeit von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG angesprochen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443394;443407
Art. 11 II BayRiStAG;BayRiStAG;angesprochen;Verbindung;3 Klausurtaktik Art. 12 I GG kann bereits bei der materiellen Verfassungsmäßigkeit von Art. 57 AGGVG in Verbindung mit Art. 11 II BayRiStAG angesprochen werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443426;443446
Art. 11 II BayRiStAG;BayRiStAG;gleichkommt;Anwendung;1 Weiterführendes Wissen Im Falle der direkten Anwendung von Art. 11 II BayRiStAG, also einem Kopftuchverbot für Richter: innen und Staatsanwält:innen, das faktisch einem Berufsverbot gleichkommt, liegt eine eigenständige Bedeutung von Art. 12 I GG hingegen durchaus nahe.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443600;443620
Art. 12 I GG;GG;liegt;Bedeutung;1 Weiterführendes Wissen Im Falle der direkten Anwendung von Art. 11 II BayRiStAG, also einem Kopftuchverbot für Richter: innen und Staatsanwält:innen, das faktisch einem Berufsverbot gleichkommt, liegt eine eigenständige Bedeutung von Art. 12 I GG hingegen durchaus nahe.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443775;443787
Art. 1 I GG;GG;liegt;Verbindung;Rudi Lang Lösung Fall 9 207 IV. Verletzung von Art. 2 I in Verbindung mit Art. 1 I GG Auch der Eingriff in das allgemeine Persönlichkeitsrecht der G durch die gerichtliche Aufrechterhaltung des Verbots des Tragens religiös geprägter Symbole oder Kleidungsstücke ist hier entsprechend den obigen Ausführungen gerechtfertigt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;443886;443897
Art. 3 III 1 GG;GG;kommt;Verletzung;V. Verletzung von Art. 3 III 1 GG In Betracht kommt zudem eine Verletzung von Art. 3 III 1 GG hinsichtlich der Merkmale des Geschlechts (Art. 3 III 1 Var.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;444154;444169
Art. 3 III 1 GG;GG;kommt;Verletzung;V. Verletzung von Art. 3 III 1 GG In Betracht kommt zudem eine Verletzung von Art. 3 III 1 GG hinsichtlich der Merkmale des Geschlechts (Art. 3 III 1 Var.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;444214;444229
Art. 3 II 1 GG;GG;betrifft;Var;1, Art. 3 II 1 GG) und des Glaubens (Art. 3 III 1 Var.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;444294;444308
Art. 3 III 1 GG;GG;nahelegt;Diskriminierung;Denn letztlich betrifft das Verbot des Tragens religiöser Kleidung und Symbole vorwiegend muslimische Frauen, was eine zumindest mittelbare Diskriminierung nahelegt.45 Aus Art. 3 III 1 GG folgt aber im hiesigen Fall kein weitergehender Schutz als aus Art. 4 I, II GG, so dass eine etwaige Ungleichbehandlung jedenfalls aus den bereits dargestellten Gründen nach der hier vertretenen Lösung gerechtfertigt wäre.46 V. Zwischenergebnis G ist nicht in ihren Grundrechten verletzt und die Verfassungsbeschwerde ist folglich unbegründet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;444525;444540
Art. 4 I, II GG;GG;folgt;Schutz;Denn letztlich betrifft das Verbot des Tragens religiöser Kleidung und Symbole vorwiegend muslimische Frauen, was eine zumindest mittelbare Diskriminierung nahelegt.45 Aus Art. 3 III 1 GG folgt aber im hiesigen Fall kein weitergehender Schutz als aus Art. 4 I, II GG, so dass eine etwaige Ungleichbehandlung jedenfalls aus den bereits dargestellten Gründen nach der hier vertretenen Lösung gerechtfertigt wäre.46 V. Zwischenergebnis G ist nicht in ihren Grundrechten verletzt und die Verfassungsbeschwerde ist folglich unbegründet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;444604;444619
§ 32 BVerfGG;BVerfGG;hat;Anordnung;v. 14.1.2020, Az.: 2 BvR 1333/17, Rn. 113 = BVerfGE 153, 1. Rudi Lang 208 Fall 9 Lösung Abwandlung Der Antrag der G auf Erlass einer einstweiligen Anordnung (§ 32 BVerfGG) hat Erfolg, soweit er zulässig und begründet ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;445332;445344
§ 32 I BVerfGG;BVerfGG;Wortlaut;Prüfung;Es genügt, die am (dürftigen) Wortlaut von § 32 I BVerfGG orientierte Prüfung von Zulässigkeits- und Begründetheitsvoraussetzungen, wobei stets der Bezug zur Hauptsache (Stichwort: Akzessorietät des Eilrechtsschutzes) im Auge behalten werden sollte.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;445580;445594
§ 32 I BVerfGG;BVerfGG;ist;BVerfG;A. Zulässigkeit I. Zuständigkeit Zuständig für den Erlass einstweiliger Anordnungen ist gemäß § 32 I BVerfGG das BVerfG. Über den Wortlaut von § 32 I BVerfGG hinaus ist wegen des akzessorischen Charakters des einstweiligen Rechtsschutzes gegenüber der Hauptsache zudem zu fordern, dass das BVerfG auch für die korrespondierende anhängige oder zumindest zu erwartende Hauptsache zuständig ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;445881;445895
§ 32 I BVerfGG;BVerfGG;ist;Wortlaut;A. Zulässigkeit I. Zuständigkeit Zuständig für den Erlass einstweiliger Anordnungen ist gemäß § 32 I BVerfGG das BVerfG. Über den Wortlaut von § 32 I BVerfGG hinaus ist wegen des akzessorischen Charakters des einstweiligen Rechtsschutzes gegenüber der Hauptsache zudem zu fordern, dass das BVerfG auch für die korrespondierende anhängige oder zumindest zu erwartende Hauptsache zuständig ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;445930;445944
§ 32 I BVerfGG;BVerfGG;vorliegt;Sinne;Hier ist die Verfassungsbeschwerde der G in der Hauptsache bereits anhängig, so dass ein „Streitfall“ im Sinne des § 32 I BVerfGG vorliegt und der Antrag auf einstweilige Anordnung statthaft ist.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;446756;446770
Art. 12 I GG;GG;verletzt;Art.;Hierfür müsste es nach den vorgebrachten tatsächlichen Umständen zumindest als möglich erscheinen, dass ihr oder der Allgemeinheit ein schwerer Nachteil droht.47 Es erscheint hier nicht von vornherein ausgeschlossen, dass die G irreversibel in ihrer Glaubensfreiheit und Berufsfreiheit aus Art. 4 I, II, Art. 12 I GG verletzt wird, indem sie für die gesamte Dauer der Zivil- und Strafstation von allen Amtshandlungen mit Außenkontakt ausgeschlossen wird.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;447436;447448
§ 32 I BVerfGG;BVerfGG;antragsbefugt;Verfahren;Daher ist die G im Verfahren nach § 32 I BVerfGG antragsbefugt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;447712;447726
§ 32 I BVerfGG;BVerfGG;sieht;Rechtsschutzes;Eine Frist für die Beantragung einstweiligen Rechtsschutzes sieht § 32 I BVerfGG nicht vor.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;448248;448262
§ 32 I BVerfGG;BVerfGG;bestünde;Eilverfahren;Es entfällt indes, wenn das BVerfG rechtzeitig über die Hauptsache entscheiden würde, so dass kein Bedürfnis für ein Eilverfahren nach § 32 I BVerfGG bestünde.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;448855;448869
§ 32 BVerfGG;BVerfGG;folgt;Anordnung;B. Begründetheit Die Begründetheit eines Antrags auf Erlass einer einstweiligen Anordnung gemäß § 32 BVerfGG folgt einer Zwei-Stufen-Prüfung.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;449325;449337
§ 32 BVerfGG;BVerfGG;begründet;Antrag;Ist die Hauptsache hingegen offensichtlich zulässig und begründet, ist der Antrag nach § 32 BVerfGG begründet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;449598;449610
§ 32 I BVerfGG;BVerfGG;sollte;Anordnung;3 Klausurtaktik Dieser „gestufte“ Prüfungsmaßstab im Rahmen der Begründetheit einer einstweiligen Anordnung nach § 32 I BVerfGG sollte bekannt sein, ist dem Normtext des BVerfGG aber nicht zu entnehmen.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;449976;449990
§ 32 I BVerfGG;BVerfGG;ist;Anordnung;Im Ergebnis ist hier auch eine andere Auffassung (zum Beispiel offensichtliche Unbegründetheit der Hauptsache und deshalb Begründetheit der einstweiligen Anordnung gemäß § 32 I BVerfGG) vertretbar.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;451296;451310
§ 32 BVerfGG;BVerfGG;löst;Folgenabwägung;Insoweit löst sich die Folgenabwägung nach § 32 BVerfGG von einer Prüfung des Rechts, maßgeblich sind allein die (voraussichtlichen) Entscheidungswirkungen.50 Wegen der weittragenden Konsequenzen einer einstweiligen Anordnung in einem verfassungsgerichtlichen Verfahren ist hierbei ein strenger Maßstab für den Erlass einer einstweiligen Anordnung anzulegen.51 Die Nachteile des Nichterlasses der einstweiligen Anordnungen müssen diejenigen des Erlasses deutlich überwiegen, nur dann ist die Anordnung „dringend geboten“ im Sinne des § 32 I BVerfGG.52 49 So auch BVerfG, Beschl.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;451984;451996
§ 32 I BVerfGG;BVerfGG;geboten;Sinne;Insoweit löst sich die Folgenabwägung nach § 32 BVerfGG von einer Prüfung des Rechts, maßgeblich sind allein die (voraussichtlichen) Entscheidungswirkungen.50 Wegen der weittragenden Konsequenzen einer einstweiligen Anordnung in einem verfassungsgerichtlichen Verfahren ist hierbei ein strenger Maßstab für den Erlass einer einstweiligen Anordnung anzulegen.51 Die Nachteile des Nichterlasses der einstweiligen Anordnungen müssen diejenigen des Erlasses deutlich überwiegen, nur dann ist die Anordnung „dringend geboten“ im Sinne des § 32 I BVerfGG.52 49 So auch BVerfG, Beschl.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;452475;452489
Art. 57 AGGVG;AGGVG;vgl;Staatsanwält;v. 27.6.2017, Az.: 2 BvR 1333/17, Rn. 42. Rudi Lang Lösung Fall 9 213 und Staatsanwält:innen (vgl. Art. 57 AGGVG) über das bloße Auftreten einer einzelnen Rechtsreferendarin hinaus negative Vorbildwirkung zukommen würde.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;455488;455501
§ 32 I BVerfGG;BVerfGG;ist;Antrag;Insbesondere angesichts des strengen Maßstabs für den Erlass einer einstweiligen Anordnung und des jedenfalls mangelnden klaren Überwiegens der Nachteile für G fällt die Folgenabwägung somit zu Lasten der G aus und der Antrag gemäß § 32 I BVerfGG ist folglich unbegründet.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;456107;456121
§ 32 BVerfGG;BVerfGG;ist;Anordnung;C. Gesamtergebnis Der Antrag der G auf Erlass einer einstweiligen Anordnung gemäß § 32 BVerfGG ist zwar zulässig, aber unbegründet und hat damit keinen Erfolg.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;456518;456530
Art. 4 I, II GG;GG;stellt;Grundrecht;– Art. 4 I, II GG stellt ein einheitliches Grundrecht der Glaubensfreiheit dar.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;456941;456956
Art. 4 I, II GG;GG;dar;Glaubensfreiheit;– Art. 4 I, II GG kann (nur) durch kollidierendes Verfassungsrecht beschränkt werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;457021;457036
Art. 12 I GG;GG;kommt;Beschränkungen;– Art. 12 I GG kommt bei spezifisch glaubensbezogenen Beschränkungen von Rechtsreferendar:innen keine eigenständige Bedeutung zu beziehungsweise ist ein Eingriff aus denselben Erwägungen gerechtfertigt.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;457535;457547
§ 32 BVerfGG;BVerfGG;ist;Anordnung;– Der Prüfungsmaßstab bei der Begründetheit einer einstweiligen Anordnung nach § 32 BVerfGG ist ein doppelter und gestufter, primär sind die Erfolgsaussichten der Hauptsache, sekundär eine reine Folgenabwägung maßgeblich.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;457815;457827
§ 32 BVerfGG;BVerfGG;darf;BVerfG;Rudi Lang 214 Fall 9 Lösung Weiterführende Studienliteratur – Aqilah Sandhu, Gleichmacherei statt Gleichheit, VerfBlog v. 28.2.2020 – Anna Katharina Mangold, Justitias Dresscode, zweiter Akt, Minderheiten im demokratischen Staat, VerfBlog v. 27.2.2020 – Frauke Brosius-Gersdorf/Hubertus Gersdorf, Kopftuchverbot für Rechtsreferendarin: Unanwendbarkeit des Neutralitätsgebots, Zur Differenzierung zwischen dem Neutralitätsgebot für den Staat und dem Mäßigungsgebot für Amtsträger, NVwZ 2020, S. 428–432 – Jonas Bühler/Rudi Lang, Die Wiedereinsetzung in den vorigen Stand – eine rechtsgebietsübergreifende Darstellung für die Klausurlösung, JA 2021, S. 497–503 – Carsten Bäcker, Die einstweilige Anordnung im Verfassungsprozessrecht, JuS 2013, S. 119–124 – Fynn Wenglarczyk, Grundzüge des Eilrechtsschutzverfahrens vor dem BVerfG nach § 32 BVerfGG, JuS 2021, S. 1024–1029 Dieses Kapitel darf gerne kommentiert, verändert und beliebig genutzt werden.;;;;;;;;;;;Lösung;Fall 9 - Religionsfreiheit;458791;458803
Sachverhalt;;;;"<p>Die 17-Jährige Alexandra Althus (A) ist gebürtige Freiburgerin mit deutscher Staatsangehörigkeit. Sie ist stolz auf ihre schwarze Hautfarbe und bezeichnet sich selbst als Person of Colour (PoC). Seit ihre Eltern sich ein Haus außerhalb Freiburgs gekauft haben, muss sie täglich mit dem Zug in die Stadt pendeln, um zu ihrer Schule zu gelangen.</p>
<p>So auch am Morgen des 20.01.2021: Um 7:15 Uhr befindet sie sich in einem vollbesetzten Wagon. Außer ihr befinden sich dort ganz überwiegend weiße Fahrgäste, die auf dem Weg zur Arbeit sind. A sitzt mit drei anderen weißen Fahrgästen in einem Vierer-Abteil. Zwischen ihren Füßen steht ihr Schulrucksack und über ihr auf der Gepäckablage befindet sich ihr Sportbeutel. Der Fahrgast neben ihr hat eine Plastiktüte mit Proviant auf die Gepäckablage gelegt, während A selbst nur einen Thermosbecher mit Kaffee dabei hat. Da die Heizung in dem Abteil mal wieder ausgefallen ist, hat sie eine Pudelmütze tief ins Gesicht gezogen, und konzentriert sich nun auf ihre Lektüre für den Englischunterricht, „Sherlock Holmes“. </p>
<p>Die Polizeitbeamt:innen Peter Müller (P) und Katharina Meier (K) sind in diesem Zug im Einsatz. Ihnen liegt ein Lagebericht vor, nach dem die Zugstrecke aufgrund ihrer Grenznähe verstärkt zur „illegalen Einreise“ genutzt wird, weshalb sie Kontrollen nach § 22 I a BPolG durchführen wollen. Aus ihrem ersten Antirassismustraining an der Polizeiakademie München wissen sie, dass sie verdachtsunabhängige Kontrollen von Personen nicht allein auf deren „Rasse“, also vor allem die Hautfarbe stützen dürfen. Das würde gegen das Diskriminierungsverbot aus Art. 3 Abs. 3 S. 1 GG verstoßen. Bei der Auswahl von zu kontrollierenden Personen fällt ihr Blick schnell auf die lesende A. Neben ihrer schwarzen Hautfarbe, die sie in den Augen der Beamt:innen als „Ausländerin“ erscheinen lässt, fällt A den beiden Polizist:innen durch die englische Lektüre und die Plastiktüte auf, die Geflüchtete oftmals anstelle von Koffern benutzen würden. Außerdem vermuten sie, dass A sich mithilfe der Pudelmütze ihren Blicken entziehen möchte. </p>
<p>Daher entscheiden sich P und K zur Kontrolle von A und sprechen diese auf Englisch an. A - noch ganz in ihr Buch vertieft - antwortet reflexhaft auf Englisch, wechselt dann aber ins Deutsche. P und K möchten den Ausweis von A überprüfen und befragen sie zum Grund ihrer Reise. A möchte wissen, warum gerade sie kontrolliert werde. Es entbrennt eine hitzige Diskussion über Racial Profiling. P und K stellen schnell fest, dass A perfekt Deutsch spricht. Außerdem kann A mit Verweis auf ihr Gepäck glaubhaft darlegen, auf dem Schulweg zu sein. Dennoch möchten P und K nicht so schnell aufgeben und „Ergebnisse“ an ihre strenge Vorgesetze melden. Daher bestehen sie auf eine Ausweiskontrolle. A hat ihren Personalausweis dabei und kann ihn vorzeigen. Das Lichtbild weist eindeutig sie als Inhaberin des Ausweises aus. P und K sehen daraufhin von weiteren Maßnahmen ab und steigen am nächsten Halt aus, ohne weitere Fahrgäste zu kontrollieren. </p>
<p>A ist es vor allem unangenehm, als einzige Reisende kontrolliert worden zu sein. Die anderen Personen haben sie während der Kontrolle unverhohlen angestarrt. Hinzu kommt, dass A so eine Kontrolle nicht zum ersten Mal passiert ist. Während sie mit ihren 17 Jahren schon sechs Mal von der Polizei kontrolliert wurde, ist ihrer weißen besten Freundin so etwas noch nie passiert. Sie fühlt sich ausgegrenzt, nimmt die Polizei als Bedrohung wahr und hat das Gefühl, mit ihrer schwarzen Hautfarbe nicht „dazu zu gehören“. </p>
<p>Zuhause berichtet sie ihren Eltern von den Ereignissen. Diese suchen gemeinsam mit A Rechtsanwältin R auf, die auf solche Fälle spezialisiert ist. Als R von den Geschehnissen der Zugfahrt erfährt, ist sie empört. Sie hält schon § 22 I a BPolG für verfassungswidrig. Die Norm verstoße in ihren Augen ganz grundsätzlich gegen Art. 3 III 1 GG. Außerdem sei die Norm viel zu vage formuliert und darüber hinaus völlig unverhältnismäßig. Sie ist sich auch sicher, dass die konkrete Art der Kontrolle gegen Art. 3 III 1 GG verstoße. Dabei nimmt sie an, dass A diskriminiert worden sei, auch wenn die Kontrolle nicht nur aufgrund ihrer Hautfarbe erfolgt sei. Es genüge schon, dass die Auswahl auch wegen ihrer Hautfarbe auf A gefallen sei. Die von P und K angeführten Gründe erscheinen R nicht plausibel zu sein und legten die Auswahl von A nicht schlüssig dar. Das von A mitgeführte Gepäck sei keineswegs „verdächtig“ gewesen und eine Mütze im Winter keine Besonderheit. Spätestens nachdem A in perfektem Deutsch ihren Schulweg dargelegt hatte, hätten P und K die Kontrolle beenden müssen. Daher kehre sich die Beweislast um und P und K müssten nun darlegen, dass die Hautfarbe von A kein Motiv für die Auswahl gewesen sei. </p>
<p>P und K behaupten, dass die Hautfarbe höchstens ein Grund unter vielen anderen gewesen sei, die A anzusprechen und sicherlich nicht der Hauptgrund. A sei durch ihr Gepäck, die Mütze und das englische Buch aufgefallen. Die Ausweiskontrolle sei nötig gewesen, da Geflüchtete sich oftmals gut tarnen würden, z.B. durch hochwertige Kleidung. Auch der Schulrucksack hätte nur der Tarnung dienen können. Schließlich würde die Bahnstrecke sehr häufig für die illegale Einreise genutzt, die es auf jeden Fall zu unterbinden gelte. Im Auftrag der A erhebt R erfolglos Klage vor dem Verwaltungsgericht. Nach Erschöpfung des Rechtsweges möchte R für A form- und fristgerecht Verfassungsbeschwerde erheben. </p>
<p>Bearbeitungshinweis: </p>
<p>Mögliche Verstöße gegen das Europarecht sind nicht zu prüfen. </p>
<p>Auszug aus dem Gesetz über die Bundespolizei (Bundespolizeigesetz - BPolG) </p>
<p>§ 22 Befragung und Auskunftspflicht</p>
<p> (1) Die Bundespolizei kann eine Person befragen, wenn Tatsachen die Annahme rechtfertigen, daß die Person sachdienliche Angaben für die Erfüllung einer bestimmten der Bundespolizei obliegenden Aufgabe machen kann. Zum Zwecke der Befragung kann die Person angehalten werden. Auf Verlangen hat die Person mitgeführte Ausweispapiere zur Prüfung auszuhändigen. (1a) Zur Verhinderung oder Unterbindung unerlaubter Einreise in das Bundesgebiet kann die Bundespolizei in Zügen und auf dem Gebiet der Bahnanlagen der Eisenbahnen des Bundes (§ 3), soweit auf Grund von Lageerkenntnissen oder grenzpolizeilicher Erfahrung anzunehmen ist, daß diese zur unerlaubten Einreise genutzt werden, sowie in einer dem Luftverkehr dienenden Anlage oder Einrichtung eines Verkehrsflughafens (§ 4) mit grenzüberschreitendem Verkehr jede Person kurzzeitig anhalten, befragen und verlangen, daß mitgeführte Ausweispapiere oder Grenzübertrittspapiere zur Prüfung ausgehändigt werden, sowie mitgeführte Sachen in Augenschein nehmen.
[...]</p>
";;;;;;;;;;;Sachverhalt;Fall 10 - Gleichheitsrechte;459000;459100
