Reference;Ressource;REL;RFC;Context;TOC12;TOC11;TOC10;TOC9;TOC8;TOC7;TOC6;TOC5;TOC4;TOC3;TOC2;TOC1;Reference_StartPosition;Reference_EndPosition
Art. 13 VII GG;GG;ist;Wissen;1 Weiterführendes Wissen Bezüglich Art. 13 VII GG ist umstritten, ob dieser unmittelbar anwendbar ist oder aber weiterhin im Zuge des Vorbehaltes des Gesetzes eine Norm braucht.18 Die herrschende Meinung geht von einer „administrativen Direktkompetenz“ aus.19 Die praktische Bedeutung des Streits ist gering, es dürfte regelmäßig eine einfachgesetzliche Ermächtigungsgrundlage auffindbar sein.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1306931;1306945
Art. 13 I GG;GG;enthält;Grundrechts;C. Rechtfertigung 1. Einschränkbarkeit des Grundrechts Art. 13 I GG enthält einen qualifizierten Gesetzesvorbehalt. Art. 13 II GG gestattet die Durchsuchung nur, sofern eine richterliche Genehmigung vorliegt (sogenannter „Grundrechtsschutz durch Verfahren“) und die Maßnahmen beschrieben sind („dort vorgeschriebene Form“).20 Im Falle von Gefahr in Verzug kann die Durchsuchung auch ohne richterlichen Beschluss erfolgen.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1307345;1307357
Art. 13 II GG;GG;gestattet;Gesetzesvorbehalt;C. Rechtfertigung 1. Einschränkbarkeit des Grundrechts Art. 13 I GG enthält einen qualifizierten Gesetzesvorbehalt. Art. 13 II GG gestattet die Durchsuchung nur, sofern eine richterliche Genehmigung vorliegt (sogenannter „Grundrechtsschutz durch Verfahren“) und die Maßnahmen beschrieben sind („dort vorgeschriebene Form“).20 Im Falle von Gefahr in Verzug kann die Durchsuchung auch ohne richterlichen Beschluss erfolgen.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1307406;1307419
Art. 13 II GG;GG;wird;Kontrolle;Dies rechtfertigt sich aus der Unmöglichkeit, den vorgenommenen Eingriff wieder rückgängig zu machen.22 Die bloße „Unannehmlichkeit“, zuständige Richter:innen auch mitten in der Nacht zu kontaktieren, reicht entsprechend nicht aus. Auf Gesetze, welche bei fehlender Gefahr im Verzug für die Durchsuchung der Wohnung keine richterliche Kontrolle vorsehen, wird Art. 13 II GG unmittelbar angewandt.23 Beispiel: Die Polizei beobachtet eine Person beim Kauf von Rauschgift.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1308912;1308925
Art. 13 GG;GG;ist;Rückzugsort;Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 529 3 Examenswissen Art. 13 GG ist Gegenstand einiger Diskussionen im Zuge der Covid-19-Pandemie.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1311145;1311155
Art. 13 GG;GG;ist;Examenswissen;Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 529 3 Examenswissen Art. 13 GG ist Gegenstand einiger Diskussionen im Zuge der Covid-19-Pandemie.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1311176;1311186
Art. 13 GG;GG;ausreichen;Eingriffs;Ob die Bestimmungen der DSGVO hier für die Rechtfertigung eines Eingriffs in Art. 13 GG ausreichen, ist umstritten.29 2. Grenzen der Einschränkbarkeit a) Bei Geschäftsräumen Bei Geschäftsräumen bereiten Betretungsrechte, beispielsweise nach § 17 II HandwO, Schwierigkeiten: Hält man den Schutzbereich des Art. 13 GG für eröffnet, so aktiviert sich hier das gesamte Folgenregime der Absätze 2–7, inklusive Richter:innenvorbehalt. Die ganz herrschende Meinung sieht entweder einen ungeschriebenen „Absatz 8“, welcher beim Betreten von Geschäftsräumen weitreichende Eingriffsmöglichkeiten anerkennt, oder greift auf Art. 2 I GG (mit besonders strenger Verhältnismäßigkeitsprüfung) zurück.30 3 Klausurtaktik Voraussetzungen sind jedenfalls 1. Eine Ermächtigungsgrundlage, die zum Betreten ermächtigt 2. Zweck, Gegenstand und Umfang der Besichtigung und Prüfung werden deutlich 3. Die gesamte Maßnahme muss einem erlaubten Zweck dienen (entsprechend kein Betreten „unter Vorwand“) 4. Das Betreten erfolgt während der üblichen Geschäftszeiten 26 Suwelack, ZD 2020, 561 (562).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1311912;1311922
§ 17 II HandwO;HandwO;Hält;Schwierigkeiten;Ob die Bestimmungen der DSGVO hier für die Rechtfertigung eines Eingriffs in Art. 13 GG ausreichen, ist umstritten.29 2. Grenzen der Einschränkbarkeit a) Bei Geschäftsräumen Bei Geschäftsräumen bereiten Betretungsrechte, beispielsweise nach § 17 II HandwO, Schwierigkeiten: Hält man den Schutzbereich des Art. 13 GG für eröffnet, so aktiviert sich hier das gesamte Folgenregime der Absätze 2–7, inklusive Richter:innenvorbehalt. Die ganz herrschende Meinung sieht entweder einen ungeschriebenen „Absatz 8“, welcher beim Betreten von Geschäftsräumen weitreichende Eingriffsmöglichkeiten anerkennt, oder greift auf Art. 2 I GG (mit besonders strenger Verhältnismäßigkeitsprüfung) zurück.30 3 Klausurtaktik Voraussetzungen sind jedenfalls 1. Eine Ermächtigungsgrundlage, die zum Betreten ermächtigt 2. Zweck, Gegenstand und Umfang der Besichtigung und Prüfung werden deutlich 3. Die gesamte Maßnahme muss einem erlaubten Zweck dienen (entsprechend kein Betreten „unter Vorwand“) 4. Das Betreten erfolgt während der üblichen Geschäftszeiten 26 Suwelack, ZD 2020, 561 (562).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1312076;1312090
Art. 13 GG;GG;eröffnet;Schutzbereich;Ob die Bestimmungen der DSGVO hier für die Rechtfertigung eines Eingriffs in Art. 13 GG ausreichen, ist umstritten.29 2. Grenzen der Einschränkbarkeit a) Bei Geschäftsräumen Bei Geschäftsräumen bereiten Betretungsrechte, beispielsweise nach § 17 II HandwO, Schwierigkeiten: Hält man den Schutzbereich des Art. 13 GG für eröffnet, so aktiviert sich hier das gesamte Folgenregime der Absätze 2–7, inklusive Richter:innenvorbehalt. Die ganz herrschende Meinung sieht entweder einen ungeschriebenen „Absatz 8“, welcher beim Betreten von Geschäftsräumen weitreichende Eingriffsmöglichkeiten anerkennt, oder greift auf Art. 2 I GG (mit besonders strenger Verhältnismäßigkeitsprüfung) zurück.30 3 Klausurtaktik Voraussetzungen sind jedenfalls 1. Eine Ermächtigungsgrundlage, die zum Betreten ermächtigt 2. Zweck, Gegenstand und Umfang der Besichtigung und Prüfung werden deutlich 3. Die gesamte Maßnahme muss einem erlaubten Zweck dienen (entsprechend kein Betreten „unter Vorwand“) 4. Das Betreten erfolgt während der üblichen Geschäftszeiten 26 Suwelack, ZD 2020, 561 (562).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1312140;1312150
Art. 2 I GG;GG;greift;Verhältnismäßigkeitsprüfung;Ob die Bestimmungen der DSGVO hier für die Rechtfertigung eines Eingriffs in Art. 13 GG ausreichen, ist umstritten.29 2. Grenzen der Einschränkbarkeit a) Bei Geschäftsräumen Bei Geschäftsräumen bereiten Betretungsrechte, beispielsweise nach § 17 II HandwO, Schwierigkeiten: Hält man den Schutzbereich des Art. 13 GG für eröffnet, so aktiviert sich hier das gesamte Folgenregime der Absätze 2–7, inklusive Richter:innenvorbehalt. Die ganz herrschende Meinung sieht entweder einen ungeschriebenen „Absatz 8“, welcher beim Betreten von Geschäftsräumen weitreichende Eingriffsmöglichkeiten anerkennt, oder greift auf Art. 2 I GG (mit besonders strenger Verhältnismäßigkeitsprüfung) zurück.30 3 Klausurtaktik Voraussetzungen sind jedenfalls 1. Eine Ermächtigungsgrundlage, die zum Betreten ermächtigt 2. Zweck, Gegenstand und Umfang der Besichtigung und Prüfung werden deutlich 3. Die gesamte Maßnahme muss einem erlaubten Zweck dienen (entsprechend kein Betreten „unter Vorwand“) 4. Das Betreten erfolgt während der üblichen Geschäftszeiten 26 Suwelack, ZD 2020, 561 (562).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1312448;1312459
Art. 13 I GG;GG;eröffnet;Schutzbereich;D. Konkurrenzen Sofern der Schutzbereich des Art. 13 I GG nicht eröffnet ist, jedoch ein ähnliches Schutzbedürfnis bejaht werden kann, ist auch an das allgemeine Persönlichkeitsrecht, Art. 2 I i.V.m. Art. 1 I GG zu denken.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1313689;1313701
Art. 1 I GG;GG;denken;Art.;D. Konkurrenzen Sofern der Schutzbereich des Art. 13 I GG nicht eröffnet ist, jedoch ein ähnliches Schutzbedürfnis bejaht werden kann, ist auch an das allgemeine Persönlichkeitsrecht, Art. 2 I i.V.m. Art. 1 I GG zu denken.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1313844;1313855
Art. 13 GG;GG;prüft;Haftanstalten;Das Schutzniveau erreicht allerdings hier nicht jenes von Art. 13 GG. Speziell bei Haftanstalten prüft das BVerfG bei besonders intensiven Maßnahmen die Möglichkeit der Verletzung der Menschenwürde aus Art. 1 I GG.32 Die Überwachung digitaler Endgeräte wird nicht von Art. 13 GG erfasst, da die zu überwachenden Geräte nicht notwendig in einer Wohnung vorzufinden sind.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1313925;1313935
Art. 1 I GG;GG;wird;Menschenwürde;Das Schutzniveau erreicht allerdings hier nicht jenes von Art. 13 GG. Speziell bei Haftanstalten prüft das BVerfG bei besonders intensiven Maßnahmen die Möglichkeit der Verletzung der Menschenwürde aus Art. 1 I GG.32 Die Überwachung digitaler Endgeräte wird nicht von Art. 13 GG erfasst, da die zu überwachenden Geräte nicht notwendig in einer Wohnung vorzufinden sind.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314069;1314080
Art. 13 GG;GG;erfasst;Endgeräte;Das Schutzniveau erreicht allerdings hier nicht jenes von Art. 13 GG. Speziell bei Haftanstalten prüft das BVerfG bei besonders intensiven Maßnahmen die Möglichkeit der Verletzung der Menschenwürde aus Art. 1 I GG.32 Die Überwachung digitaler Endgeräte wird nicht von Art. 13 GG erfasst, da die zu überwachenden Geräte nicht notwendig in einer Wohnung vorzufinden sind.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314135;1314145
Art. 10 GG;GG;schützt;Kommunikationsvorgang;Art. 10 GG schützt hingegen den bloßen Kommunikationsvorgang zwischen zwei Geräten und damit die eigentliche Signalübertragung.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314331;1314341
Art. 8 EMRK;EMRK;führt;Bezüge;E. Europäische und internationale Bezüge Art. 8 EMRK führt unter der Überschrift „Schutz des Privat- und Familienlebens“ auch die Wohnung auf, wobei auch hier wieder die Verwandtschaft zur Privatheit der Wohnung deutlich wird.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314500;1314511
Art. 13 GG;GG;ähnelt;Freiberufler;Die Anwendung der Vorschrift ähnelt sehr dem hier zu Art. 13 GG ausgeführten.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314739;1314749
Art. 14 GG;GG;berufen;Abgrenzung;Freiberufler:innen, welche die Wohnung als Arbeitsund Wohnstätte verwenden, können sich immer auf den Schutz der Wohnung berufen.33 Während die Abgrenzung zu Art. 14 GG im Grundgesetz trennscharf vorgenommen werden kann, neigt der EGMR dazu, auch Fragen des Wohnungseigentums über Art. 8 EMRK zu lösen.34 31 Schoch, Jura 2010, 22 (28).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1314922;1314932
Art. 8 EMRK;EMRK;lösen;Wohnungseigentums;Freiberufler:innen, welche die Wohnung als Arbeitsund Wohnstätte verwenden, können sich immer auf den Schutz der Wohnung berufen.33 Während die Abgrenzung zu Art. 14 GG im Grundgesetz trennscharf vorgenommen werden kann, neigt der EGMR dazu, auch Fragen des Wohnungseigentums über Art. 8 EMRK zu lösen.34 31 Schoch, Jura 2010, 22 (28).;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1315045;1315056
Art. 13 GG;GG;schützt;Rückzugsort;v. 24.11.1986, Az.: 9063/80, Rn. 47. Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 531 Zusammenfassung: Die wichtigsten Punkte – Art. 13 GG schützt die Privatheit von Räumlichkeiten.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1315320;1315330
Art. 13 GG;GG;schützt;Punkte;v. 24.11.1986, Az.: 9063/80, Rn. 47. Jaschar Kohal § 24.2 Wohnung als Rückzugsort – Art. 13 GG 531 Zusammenfassung: Die wichtigsten Punkte – Art. 13 GG schützt die Privatheit von Räumlichkeiten.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1315377;1315387
Art. 13 GG;GG;darf;Jura;Weiterführende Studienliteratur – Christoph Möllers, Gefahr im Verzug – Die Unverletzlichkeit der Wohnung vor vermeintlichen Sachzwängen der Strafverfolgung, NJW 2001, S. 1397–1398 – Friedrich Schoch, Die Unverletzlichkeit der Wohnung nach Art. 13 GG, Jura 2010, S. 22– 31 – Hinnerk Wißmann, Grundfälle zu Art. 13 GG, JuS 2007, S. 324–328 Dieses Kapitel darf gerne kommentiert, verändert und beliebig genutzt werden.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1315726;1315736
Art. 13 GG;GG;darf;JuS;Weiterführende Studienliteratur – Christoph Möllers, Gefahr im Verzug – Die Unverletzlichkeit der Wohnung vor vermeintlichen Sachzwängen der Strafverfolgung, NJW 2001, S. 1397–1398 – Friedrich Schoch, Die Unverletzlichkeit der Wohnung nach Art. 13 GG, Jura 2010, S. 22– 31 – Hinnerk Wißmann, Grundfälle zu Art. 13 GG, JuS 2007, S. 324–328 Dieses Kapitel darf gerne kommentiert, verändert und beliebig genutzt werden.;;;;;;;;;;§ 24.2 Wohnung als Rückzugsort – Art. 13 GG;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1315792;1315802
Art. 1 I GG;GG;ab;Art.;Das BVerfG leitet das Recht auf informationelle Selbstbestimmung aus dem Recht auf die freie Entfaltung der Persönlichkeit und der Menschenwürde, Art. 2 I i.V.m. Art. 1 I GG, ab.;;;;;;;;;;§ 24.3 Grundrecht auf informationelle Selbstbestimmung;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1316903;1316914
Art. 2 I GG;GG;ist;Selbstbestimmung;1 Weiterführendes Wissen Vorschläge, ein Grundrecht auf Datenschutz oder ein Grundrecht der Kommunikations- und Informationsfreiheit explizit in das Grundgesetz aufzunehmen, wurden wiederholt diskutiert, haben sich aber bisher nicht durchsetzen können.3 Das Recht auf informationelle Selbstbestimmung wurzelt im Volkszählungsurteil des BVerfG aus dem Jahr 1983.4 Beschwerdegegenstand waren mehrere Normen des Volkszählungsgesetzes.5 Im Rahmen der geplanten Volkszählung sollten neben Stammdaten wie Namen und Geschlecht, Geburtstag und Familienstand auch sensible Daten wie die Religionszugehörigkeit und sehr spezifische Daten, wie das vorwiegend benutzte Verkehrsmittel, die Größe der Mietwohnung oder die Miethöhe erhoben werden.6 Das BVerfG erklärte nicht die Volkszählung an sich für verfassungswidrig, sondern die Kombination der Volkszählung für statistische Zwecke mit den umfassenden Befugnissen eines Melderegisterabgleichs im Gesetz von 1983.7 B. Schutzbereich I. Sachlicher Schutzbereich Das Recht auf informationelle Selbstbestimmung ist normativ in Art. 2 I GG i.V.m. Art. 1 I GG verankert und gewährleistet die Befugnis des Einzelnen, grundsätzlich selbst über die Preisgabe und Verwertung seiner persönlichen Daten zu bestimmen.8 Persönliche Daten sind Informationen zu den persönlichen und sachlichen Verhältnissen einer bestimmten oder bestimmbaren Person.;;;;;;;;;;§ 24.3 Grundrecht auf informationelle Selbstbestimmung;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1319573;1319584
Art. 1 I GG;GG;verankert;Befugnis;1 Weiterführendes Wissen Vorschläge, ein Grundrecht auf Datenschutz oder ein Grundrecht der Kommunikations- und Informationsfreiheit explizit in das Grundgesetz aufzunehmen, wurden wiederholt diskutiert, haben sich aber bisher nicht durchsetzen können.3 Das Recht auf informationelle Selbstbestimmung wurzelt im Volkszählungsurteil des BVerfG aus dem Jahr 1983.4 Beschwerdegegenstand waren mehrere Normen des Volkszählungsgesetzes.5 Im Rahmen der geplanten Volkszählung sollten neben Stammdaten wie Namen und Geschlecht, Geburtstag und Familienstand auch sensible Daten wie die Religionszugehörigkeit und sehr spezifische Daten, wie das vorwiegend benutzte Verkehrsmittel, die Größe der Mietwohnung oder die Miethöhe erhoben werden.6 Das BVerfG erklärte nicht die Volkszählung an sich für verfassungswidrig, sondern die Kombination der Volkszählung für statistische Zwecke mit den umfassenden Befugnissen eines Melderegisterabgleichs im Gesetz von 1983.7 B. Schutzbereich I. Sachlicher Schutzbereich Das Recht auf informationelle Selbstbestimmung ist normativ in Art. 2 I GG i.V.m. Art. 1 I GG verankert und gewährleistet die Befugnis des Einzelnen, grundsätzlich selbst über die Preisgabe und Verwertung seiner persönlichen Daten zu bestimmen.8 Persönliche Daten sind Informationen zu den persönlichen und sachlichen Verhältnissen einer bestimmten oder bestimmbaren Person.;;;;;;;;;;§ 24.3 Grundrecht auf informationelle Selbstbestimmung;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1319592;1319603
Art. 19 III GG;GG;nach;Wesen;Aufgrund des Menschenwürdegehalts des allgemeinen Persönlichkeitsrechts ist das Recht auf informationelle Selbstbestimmung seinem Wesen nach, Art. 19 III GG, nicht auf juristische Personen anwendbar.14 Geschäftsgeheimnisse juristischer Personen sind durch Art. 12 oder Art. 14 GG geschützt.;;;;;;;;;;§ 24.3 Grundrecht auf informationelle Selbstbestimmung;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1323223;1323237
Art. 14 GG;GG;geschützt;Art.;Aufgrund des Menschenwürdegehalts des allgemeinen Persönlichkeitsrechts ist das Recht auf informationelle Selbstbestimmung seinem Wesen nach, Art. 19 III GG, nicht auf juristische Personen anwendbar.14 Geschäftsgeheimnisse juristischer Personen sind durch Art. 12 oder Art. 14 GG geschützt.;;;;;;;;;;§ 24.3 Grundrecht auf informationelle Selbstbestimmung;§ 24 Digitalität & Privatsphäre;Abschnitt 6 Einzelgrundrechte des Grundgesetzes;1323350;1323360
